shipment_id,origin_warehouse_id,destination_city,shipment_date,eta,ata,status,distance_km,vehicle_type
SHP00235,WH014,Kolkata,2025-02-03,2025-02-03 14:00:00,2025-02-03 16:00:00,In Transit,999,Truck
SHP00236,WH013,Delhi,2025-01-14,2025-01-14 12:00:00,2025-01-14 13:00:00,In Transit,323,Truck
SHP00237,WH020,Kolkata,2025-01-25,2025-01-25 16:00:00,2025-01-25 15:00:00,Delayed,493,Truck
SHP00238,WH003,Mumbai,2025-01-20,2025-01-20 14:00:00,2025-01-20 15:00:00,Delayed,139,Truck
SHP00239,WH026,Delhi,2025-01-15,2025-01-15 13:00:00,2025-01-15 12:00:00,Delivered,106,Truck
SHP00240,WH011,Delhi,2025-02-28,2025-02-28 14:00:00,2025-02-28 17:00:00,In Transit,485,Truck
SHP00241,WH014,Bangalore,2025-01-21,2025-01-21 16:00:00,2025-01-21 18:00:00,In Transit,857,Van
SHP00242,WH033,Mumbai,2025-01-28,2025-01-28 20:00:00,2025-01-28 22:00:00,Delayed,449,Van
SHP00243,WH013,Kolkata,2025-01-06,2025-01-06 20:00:00,2025-01-06 20:00:00,In Transit,589,Truck
SHP00244,WH025,Kolkata,2025-03-02,2025-03-02 12:00:00,2025-03-02 15:00:00,In Transit,867,Van
SHP00245,WH028,Mumbai,2025-01-29,2025-01-29 14:00:00,2025-01-29 18:00:00,Delayed,872,Van
SHP00246,WH002,Bangalore,2025-01-05,2025-01-05 11:00:00,2025-01-05 16:00:00,Delayed,984,Van
SHP00247,WH031,Mumbai,2025-02-04,2025-02-04 12:00:00,2025-02-04 10:00:00,Delayed,539,Van
SHP00248,WH026,Delhi,2025-01-19,2025-01-19 12:00:00,2025-01-19 10:00:00,Delayed,700,Truck
SHP00249,WH044,Chennai,2025-01-21,2025-01-21 17:00:00,2025-01-21 22:00:00,Delayed,913,Truck
SHP00250,WH018,Bangalore,2025-01-12,2025-01-12 15:00:00,2025-01-12 14:00:00,Delivered,763,Truck
SHP00251,WH037,Mumbai,2025-01-13,2025-01-13 19:00:00,2025-01-14 00:00:00,Delayed,108,Van
SHP00252,WH030,Delhi,2025-02-21,2025-02-21 15:00:00,2025-02-21 17:00:00,Delayed,512,Truck
SHP00253,WH032,Mumbai,2025-01-19,2025-01-19 10:00:00,2025-01-19 12:00:00,Delivered,124,Truck
SHP00254,WH036,Bangalore,2025-01-09,2025-01-09 16:00:00,2025-01-09 14:00:00,In Transit,184,Truck
SHP00255,WH039,Bangalore,2025-02-09,2025-02-09 16:00:00,2025-02-09 16:00:00,Delivered,458,Truck
SHP00256,WH012,Chennai,2025-03-02,2025-03-02 18:00:00,2025-03-02 22:00:00,In Transit,990,Truck
SHP00257,WH039,Kolkata,2025-02-24,2025-02-24 19:00:00,2025-02-24 18:00:00,Delayed,976,Truck
SHP00258,WH015,Chennai,2025-02-10,2025-02-10 11:00:00,2025-02-10 12:00:00,Delayed,295,Van
SHP00259,WH005,Bangalore,2025-01-06,2025-01-06 15:00:00,2025-01-06 20:00:00,Delayed,975,Van
SHP00260,WH040,Delhi,2025-01-08,2025-01-08 11:00:00,2025-01-08 09:00:00,Delayed,449,Van
SHP00261,WH049,Bangalore,2025-02-26,2025-02-26 12:00:00,2025-02-26 11:00:00,Delivered,486,Van
SHP00262,WH014,Bangalore,2025-01-09,2025-01-09 15:00:00,2025-01-09 13:00:00,Delivered,532,Truck
SHP00263,WH020,Kolkata,2025-02-16,2025-02-16 12:00:00,2025-02-16 10:00:00,Delayed,271,Van
SHP00264,WH017,Kolkata,2025-01-28,2025-01-28 19:00:00,2025-01-28 22:00:00,In Transit,246,Truck
SHP00265,WH049,Chennai,2025-02-20,2025-02-20 19:00:00,2025-02-20 20:00:00,Delayed,689,Van
SHP00266,WH027,Bangalore,2025-01-30,2025-01-30 16:00:00,2025-01-30 16:00:00,Delivered,937,Truck
SHP00267,WH005,Kolkata,2025-01-05,2025-01-05 20:00:00,2025-01-06 00:00:00,Delayed,752,Van
SHP00268,WH026,Bangalore,2025-02-28,2025-02-28 15:00:00,2025-02-28 14:00:00,Delivered,684,Truck
SHP00269,WH003,Delhi,2025-01-05,2025-01-05 11:00:00,2025-01-05 09:00:00,Delivered,679,Truck
SHP00270,WH010,Bangalore,2025-01-11,2025-01-11 20:00:00,2025-01-11 20:00:00,Delayed,749,Van
SHP00271,WH018,Bangalore,2025-01-31,2025-01-31 18:00:00,2025-01-31 20:00:00,Delayed,242,Truck
SHP00272,WH029,Kolkata,2025-01-19,2025-01-19 16:00:00,2025-01-19 18:00:00,Delayed,343,Van
SHP00273,WH019,Bangalore,2025-01-19,2025-01-19 11:00:00,2025-01-19 12:00:00,Delivered,431,Truck
SHP00274,WH005,Kolkata,2025-01-22,2025-01-22 14:00:00,2025-01-22 17:00:00,Delayed,432,Van
SHP00275,WH050,Bangalore,2025-01-03,2025-01-03 20:00:00,2025-01-03 20:00:00,Delivered,432,Van
SHP00276,WH002,Bangalore,2025-01-31,2025-01-31 18:00:00,2025-01-31 20:00:00,Delivered,778,Van
SHP00277,WH023,Delhi,2025-01-15,2025-01-15 15:00:00,2025-01-15 17:00:00,In Transit,822,Van
SHP00278,WH029,Delhi,2025-01-22,2025-01-22 17:00:00,2025-01-22 18:00:00,In Transit,831,Truck
SHP00279,WH003,Mumbai,2025-01-26,2025-01-26 15:00:00,2025-01-26 13:00:00,Delivered,241,Truck
SHP00280,WH006,Kolkata,2025-01-24,2025-01-24 10:00:00,2025-01-24 11:00:00,In Transit,204,Truck
SHP00281,WH007,Bangalore,2025-01-19,2025-01-19 19:00:00,2025-01-19 18:00:00,Delayed,588,Van
SHP00282,WH001,Delhi,2025-02-24,2025-02-24 20:00:00,2025-02-24 20:00:00,In Transit,683,Truck
SHP00283,WH041,Mumbai,2025-02-05,2025-02-05 18:00:00,2025-02-05 21:00:00,In Transit,780,Van
SHP00284,WH016,Chennai,2025-01-29,2025-01-29 12:00:00,2025-01-29 14:00:00,Delayed,698,Truck
SHP00285,WH041,Bangalore,2025-01-22,2025-01-22 15:00:00,2025-01-22 20:00:00,Delayed,432,Truck
SHP00286,WH048,Bangalore,2025-01-14,2025-01-14 12:00:00,2025-01-14 10:00:00,In Transit,974,Van
SHP00287,WH008,Bangalore,2025-01-22,2025-01-22 19:00:00,2025-01-22 18:00:00,Delayed,277,Truck
SHP00288,WH026,Mumbai,2025-01-17,2025-01-17 14:00:00,2025-01-17 13:00:00,Delivered,657,Van
SHP00289,WH005,Mumbai,2025-01-30,2025-01-30 18:00:00,2025-01-30 16:00:00,Delivered,313,Truck
SHP00290,WH026,Kolkata,2025-01-06,2025-01-06 14:00:00,2025-01-06 14:00:00,In Transit,193,Truck
SHP00291,WH047,Chennai,2025-02-01,2025-02-01 20:00:00,2025-02-01 23:00:00,In Transit,606,Van
SHP00292,WH015,Kolkata,2025-02-22,2025-02-22 17:00:00,2025-02-22 19:00:00,Delivered,899,Truck
SHP00293,WH040,Chennai,2025-02-19,2025-02-19 11:00:00,2025-02-19 15:00:00,Delivered,886,Truck
SHP00294,WH002,Chennai,2025-02-06,2025-02-06 14:00:00,2025-02-06 18:00:00,In Transit,505,Truck
SHP00295,WH007,Bangalore,2025-02-13,2025-02-13 18:00:00,2025-02-13 19:00:00,In Transit,321,Truck
SHP00296,WH047,Kolkata,2025-01-31,2025-01-31 16:00:00,2025-01-31 15:00:00,Delivered,576,Truck
SHP00297,WH010,Kolkata,2025-02-26,2025-02-26 15:00:00,2025-02-26 20:00:00,Delayed,498,Van
SHP00298,WH044,Bangalore,2025-02-15,2025-02-15 16:00:00,2025-02-15 15:00:00,Delayed,768,Van
SHP00299,WH032,Delhi,2025-01-14,2025-01-14 12:00:00,2025-01-14 16:00:00,Delayed,363,Van
SHP00300,WH014,Chennai,2025-01-31,2025-01-31 16:00:00,2025-01-31 19:00:00,In Transit,323,Truck
SHP00301,WH022,Chennai,2025-02-22,2025-02-22 18:00:00,2025-02-22 23:00:00,Delayed,976,Van
SHP00302,WH042,Delhi,2025-02-10,2025-02-10 15:00:00,2025-02-10 18:00:00,Delivered,275,Truck
SHP00303,WH014,Chennai,2025-01-11,2025-01-11 20:00:00,2025-01-12 01:00:00,Delivered,563,Van
SHP00304,WH018,Delhi,2025-01-11,2025-01-11 14:00:00,2025-01-11 19:00:00,In Transit,940,Truck
SHP00305,WH041,Mumbai,2025-03-02,2025-03-02 13:00:00,2025-03-02 15:00:00,In Transit,273,Van
SHP00306,WH028,Chennai,2025-02-05,2025-02-05 19:00:00,2025-02-05 22:00:00,Delayed,527,Truck
SHP00307,WH035,Mumbai,2025-01-11,2025-01-11 20:00:00,2025-01-12 00:00:00,Delivered,290,Truck
SHP00308,WH034,Chennai,2025-01-15,2025-01-15 18:00:00,2025-01-15 22:00:00,In Transit,234,Truck
SHP00309,WH013,Mumbai,2025-01-20,2025-01-20 19:00:00,2025-01-20 18:00:00,Delayed,847,Truck
SHP00310,WH019,Kolkata,2025-02-04,2025-02-04 13:00:00,2025-02-04 18:00:00,Delayed,154,Van
SHP00311,WH011,Chennai,2025-01-22,2025-01-22 15:00:00,2025-01-22 14:00:00,Delivered,765,Truck
SHP00312,WH049,Chennai,2025-02-27,2025-02-27 14:00:00,2025-02-27 12:00:00,In Transit,146,Van
SHP00313,WH014,Mumbai,2025-01-29,2025-01-29 11:00:00,2025-01-29 14:00:00,In Transit,112,Truck
SHP00314,WH039,Bangalore,2025-01-10,2025-01-10 15:00:00,2025-01-10 16:00:00,Delivered,856,Van
SHP00315,WH043,Delhi,2025-01-29,2025-01-29 10:00:00,2025-01-29 10:00:00,Delivered,886,Van
SHP00316,WH004,Delhi,2025-01-11,2025-01-11 20:00:00,2025-01-11 20:00:00,Delivered,431,Truck
SHP00317,WH031,Kolkata,2025-01-11,2025-01-11 10:00:00,2025-01-11 10:00:00,Delayed,726,Truck
SHP00318,WH001,Mumbai,2025-01-31,2025-01-31 18:00:00,2025-01-31 18:00:00,Delayed,151,Van
SHP00319,WH006,Mumbai,2025-01-20,2025-01-20 11:00:00,2025-01-20 12:00:00,In Transit,503,Van
SHP00320,WH047,Delhi,2025-01-26,2025-01-26 14:00:00,2025-01-26 18:00:00,In Transit,156,Truck
SHP00321,WH028,Kolkata,2025-01-02,2025-01-02 12:00:00,2025-01-02 16:00:00,In Transit,262,Van
SHP00322,WH001,Delhi,2025-02-03,2025-02-03 16:00:00,2025-02-03 19:00:00,In Transit,570,Truck
SHP00323,WH050,Delhi,2025-02-28,2025-02-28 11:00:00,2025-02-28 09:00:00,Delivered,858,Truck
SHP00324,WH004,Chennai,2025-01-11,2025-01-11 17:00:00,2025-01-11 15:00:00,In Transit,745,Van
SHP00325,WH003,Bangalore,2025-02-12,2025-02-12 19:00:00,2025-02-13 00:00:00,Delayed,146,Van
SHP00326,WH024,Chennai,2025-02-11,2025-02-11 16:00:00,2025-02-11 14:00:00,In Transit,303,Truck
SHP00327,WH034,Chennai,2025-02-18,2025-02-18 11:00:00,2025-02-18 10:00:00,Delayed,656,Van
SHP00328,WH047,Kolkata,2025-01-14,2025-01-14 18:00:00,2025-01-14 16:00:00,In Transit,730,Van
SHP00329,WH009,Delhi,2025-02-16,2025-02-16 14:00:00,2025-02-16 19:00:00,Delivered,437,Truck
SHP00330,WH009,Bangalore,2025-01-21,2025-01-21 13:00:00,2025-01-21 12:00:00,Delivered,654,Truck
SHP00331,WH012,Delhi,2025-01-12,2025-01-12 13:00:00,2025-01-12 11:00:00,In Transit,451,Van
SHP00332,WH007,Mumbai,2025-01-11,2025-01-11 12:00:00,2025-01-11 13:00:00,Delayed,547,Truck
SHP00333,WH034,Delhi,2025-01-07,2025-01-07 10:00:00,2025-01-07 09:00:00,In Transit,223,Truck
SHP00334,WH033,Kolkata,2025-02-18,2025-02-18 12:00:00,2025-02-18 15:00:00,Delayed,177,Truck
SHP00335,WH026,Mumbai,2025-02-18,2025-02-18 10:00:00,2025-02-18 12:00:00,Delayed,166,Truck
SHP00336,WH038,Delhi,2025-02-06,2025-02-06 19:00:00,2025-02-06 20:00:00,Delayed,816,Truck
SHP00337,WH012,Chennai,2025-01-24,2025-01-24 15:00:00,2025-01-24 17:00:00,Delivered,639,Truck
SHP00338,WH003,Mumbai,2025-01-11,2025-01-11 14:00:00,2025-01-11 15:00:00,Delayed,980,Truck
SHP00339,WH042,Delhi,2025-02-06,2025-02-06 16:00:00,2025-02-06 20:00:00,Delayed,237,Truck
SHP00340,WH009,Bangalore,2025-02-03,2025-02-03 14:00:00,2025-02-03 15:00:00,In Transit,607,Van
SHP00341,WH047,Delhi,2025-01-31,2025-01-31 12:00:00,2025-01-31 14:00:00,In Transit,982,Van
SHP00342,WH042,Delhi,2025-02-05,2025-02-05 10:00:00,2025-02-05 15:00:00,In Transit,259,Van
SHP00343,WH021,Mumbai,2025-02-24,2025-02-24 15:00:00,2025-02-24 17:00:00,In Transit,619,Truck
SHP00344,WH032,Mumbai,2025-02-04,2025-02-04 15:00:00,2025-02-04 14:00:00,Delivered,332,Truck
SHP00345,WH019,Mumbai,2025-03-02,2025-03-02 14:00:00,2025-03-02 16:00:00,Delayed,573,Truck
SHP00346,WH037,Chennai,2025-02-11,2025-02-11 18:00:00,2025-02-11 18:00:00,Delayed,976,Van
SHP00347,WH022,Bangalore,2025-02-22,2025-02-22 19:00:00,2025-02-22 20:00:00,Delayed,454,Van
SHP00348,WH041,Chennai,2025-02-06,2025-02-06 15:00:00,2025-02-06 17:00:00,Delayed,923,Truck
SHP00349,WH001,Chennai,2025-02-01,2025-02-01 18:00:00,2025-02-01 17:00:00,In Transit,706,Truck
SHP00350,WH039,Mumbai,2025-02-16,2025-02-16 11:00:00,2025-02-16 12:00:00,In Transit,674,Truck
SHP00351,WH038,Chennai,2025-01-19,2025-01-19 16:00:00,2025-01-19 16:00:00,In Transit,626,Truck
SHP00352,WH041,Chennai,2025-01-29,2025-01-29 11:00:00,2025-01-29 15:00:00,Delivered,620,Van
SHP00353,WH032,Bangalore,2025-01-18,2025-01-18 13:00:00,2025-01-18 17:00:00,Delayed,430,Van
SHP00354,WH040,Bangalore,2025-02-04,2025-02-04 17:00:00,2025-02-04 18:00:00,Delivered,561,Truck
SHP00355,WH049,Bangalore,2025-01-26,2025-01-26 13:00:00,2025-01-26 18:00:00,Delayed,582,Truck
SHP00356,WH014,Bangalore,2025-02-03,2025-02-03 13:00:00,2025-02-03 16:00:00,Delayed,877,Van
SHP00357,WH011,Bangalore,2025-01-08,2025-01-08 16:00:00,2025-01-08 14:00:00,Delayed,715,Truck
SHP00358,WH025,Kolkata,2025-01-01,2025-01-01 16:00:00,2025-01-01 14:00:00,Delayed,836,Truck
SHP00359,WH012,Delhi,2025-01-27,2025-01-27 18:00:00,2025-01-27 23:00:00,Delivered,651,Truck
SHP00360,WH045,Bangalore,2025-01-27,2025-01-27 11:00:00,2025-01-27 13:00:00,Delayed,215,Truck
SHP00361,WH033,Delhi,2025-01-18,2025-01-18 17:00:00,2025-01-18 21:00:00,In Transit,735,Truck
SHP00362,WH027,Delhi,2025-01-28,2025-01-28 12:00:00,2025-01-28 10:00:00,Delivered,887,Truck
SHP00363,WH006,Delhi,2025-01-04,2025-01-04 16:00:00,2025-01-04 18:00:00,Delayed,789,Truck
SHP00364,WH004,Bangalore,2025-01-01,2025-01-01 13:00:00,2025-01-01 14:00:00,Delayed,556,Van
SHP00365,WH008,Chennai,2025-02-27,2025-02-27 18:00:00,2025-02-27 20:00:00,Delayed,456,Truck
SHP00366,WH013,Mumbai,2025-02-22,2025-02-22 15:00:00,2025-02-22 19:00:00,Delivered,313,Truck
SHP00367,WH016,Kolkata,2025-01-20,2025-01-20 18:00:00,2025-01-20 21:00:00,Delayed,973,Truck
SHP00368,WH026,Bangalore,2025-02-08,2025-02-08 13:00:00,2025-02-08 11:00:00,Delayed,678,Van
SHP00369,WH018,Mumbai,2025-01-06,2025-01-06 17:00:00,2025-01-06 17:00:00,Delayed,304,Van
SHP00370,WH012,Mumbai,2025-02-23,2025-02-23 19:00:00,2025-02-23 23:00:00,Delayed,233,Van
SHP00371,WH023,Chennai,2025-02-27,2025-02-27 15:00:00,2025-02-27 18:00:00,In Transit,198,Van
SHP00372,WH047,Chennai,2025-01-08,2025-01-08 16:00:00,2025-01-08 18:00:00,Delivered,727,Van
SHP00373,WH045,Delhi,2025-02-25,2025-02-25 14:00:00,2025-02-25 16:00:00,Delivered,246,Van
SHP00374,WH004,Kolkata,2025-01-16,2025-01-16 13:00:00,2025-01-16 18:00:00,In Transit,670,Van
SHP00375,WH025,Bangalore,2025-02-20,2025-02-20 13:00:00,2025-02-20 15:00:00,Delayed,495,Van
SHP00376,WH043,Chennai,2025-01-02,2025-01-02 15:00:00,2025-01-02 19:00:00,Delayed,807,Van
SHP00377,WH027,Chennai,2025-01-08,2025-01-08 17:00:00,2025-01-08 21:00:00,Delivered,399,Van
SHP00378,WH024,Kolkata,2025-02-19,2025-02-19 19:00:00,2025-02-19 17:00:00,Delivered,147,Van
SHP00379,WH043,Kolkata,2025-02-08,2025-02-08 19:00:00,2025-02-08 23:00:00,Delivered,770,Truck
SHP00380,WH050,Chennai,2025-01-08,2025-01-08 13:00:00,2025-01-08 12:00:00,Delayed,913,Truck
SHP00381,WH029,Mumbai,2025-01-27,2025-01-27 16:00:00,2025-01-27 14:00:00,Delivered,797,Van
SHP00382,WH046,Kolkata,2025-01-21,2025-01-21 13:00:00,2025-01-21 13:00:00,Delivered,261,Van
SHP00383,WH047,Delhi,2025-01-26,2025-01-26 20:00:00,2025-01-26 22:00:00,Delivered,305,Truck
SHP00384,WH038,Delhi,2025-01-04,2025-01-04 19:00:00,2025-01-04 18:00:00,Delivered,412,Van
SHP00385,WH017,Delhi,2025-01-30,2025-01-30 19:00:00,2025-01-31 00:00:00,Delayed,415,Truck
SHP00386,WH044,Chennai,2025-02-04,2025-02-04 14:00:00,2025-02-04 16:00:00,Delayed,676,Truck
SHP00387,WH017,Bangalore,2025-02-26,2025-02-26 13:00:00,2025-02-26 16:00:00,Delayed,797,Van
SHP00388,WH003,Delhi,2025-01-30,2025-01-30 16:00:00,2025-01-30 15:00:00,Delivered,919,Van
SHP00389,WH040,Chennai,2025-02-08,2025-02-08 17:00:00,2025-02-08 15:00:00,In Transit,222,Van
SHP00390,WH042,Kolkata,2025-02-22,2025-02-22 18:00:00,2025-02-22 22:00:00,Delayed,503,Van
SHP00391,WH046,Chennai,2025-02-11,2025-02-11 13:00:00,2025-02-11 16:00:00,Delayed,829,Van
SHP00392,WH019,Bangalore,2025-02-04,2025-02-04 19:00:00,2025-02-04 19:00:00,Delayed,456,Truck
SHP00393,WH026,Bangalore,2025-02-17,2025-02-17 11:00:00,2025-02-17 09:00:00,Delayed,674,Van
SHP00394,WH037,Kolkata,2025-01-28,2025-01-28 19:00:00,2025-01-28 21:00:00,Delivered,127,Truck
SHP00395,WH033,Delhi,2025-02-19,2025-02-19 15:00:00,2025-02-19 20:00:00,In Transit,754,Van
SHP00396,WH025,Chennai,2025-02-28,2025-02-28 11:00:00,2025-02-28 14:00:00,Delayed,859,Truck
SHP00397,WH047,Mumbai,2025-01-23,2025-01-23 16:00:00,2025-01-23 16:00:00,In Transit,193,Van
SHP00398,WH015,Delhi,2025-01-19,2025-01-19 11:00:00,2025-01-19 12:00:00,Delayed,519,Van
SHP00399,WH035,Mumbai,2025-02-27,2025-02-27 14:00:00,2025-02-27 15:00:00,Delivered,139,Van
SHP00400,WH012,Kolkata,2025-01-26,2025-01-26 12:00:00,2025-01-26 17:00:00,Delivered,620,Van
SHP00401,WH006,Chennai,2025-01-24,2025-01-24 14:00:00,2025-01-24 18:00:00,Delivered,385,Truck
SHP00402,WH038,Kolkata,2025-01-05,2025-01-05 12:00:00,2025-01-05 12:00:00,Delayed,274,Truck
SHP00403,WH015,Delhi,2025-01-02,2025-01-02 20:00:00,2025-01-03 01:00:00,In Transit,900,Van
SHP00404,WH046,Mumbai,2025-02-08,2025-02-08 19:00:00,2025-02-08 22:00:00,In Transit,818,Van
SHP00405,WH038,Kolkata,2025-02-18,2025-02-18 16:00:00,2025-02-18 17:00:00,Delivered,272,Truck
SHP00406,WH039,Delhi,2025-01-25,2025-01-25 11:00:00,2025-01-25 10:00:00,In Transit,201,Truck
SHP00407,WH030,Chennai,2025-02-09,2025-02-09 19:00:00,2025-02-09 23:00:00,Delayed,610,Truck
SHP00408,WH026,Chennai,2025-02-05,2025-02-05 16:00:00,2025-02-05 21:00:00,Delivered,109,Truck
SHP00409,WH007,Mumbai,2025-02-06,2025-02-06 16:00:00,2025-02-06 19:00:00,Delivered,593,Van
SHP00410,WH036,Kolkata,2025-01-30,2025-01-30 20:00:00,2025-01-30 20:00:00,In Transit,429,Van
SHP00411,WH007,Bangalore,2025-02-27,2025-02-27 15:00:00,2025-02-27 14:00:00,Delivered,983,Van
SHP00412,WH042,Chennai,2025-02-20,2025-02-20 14:00:00,2025-02-20 18:00:00,Delayed,429,Van
SHP00413,WH030,Chennai,2025-01-07,2025-01-07 16:00:00,2025-01-07 21:00:00,Delayed,954,Van
SHP00414,WH011,Bangalore,2025-02-11,2025-02-11 12:00:00,2025-02-11 17:00:00,Delivered,842,Van
SHP00415,WH012,Delhi,2025-02-11,2025-02-11 12:00:00,2025-02-11 13:00:00,In Transit,970,Truck
SHP00416,WH043,Bangalore,2025-02-22,2025-02-22 17:00:00,2025-02-22 18:00:00,Delivered,263,Van
SHP00417,WH039,Mumbai,2025-02-28,2025-02-28 10:00:00,2025-02-28 11:00:00,Delayed,763,Van
SHP00418,WH034,Kolkata,2025-02-22,2025-02-22 13:00:00,2025-02-22 12:00:00,Delayed,506,Van
SHP00419,WH028,Bangalore,2025-01-08,2025-01-08 12:00:00,2025-01-08 11:00:00,In Transit,439,Truck
SHP00420,WH005,Bangalore,2025-01-28,2025-01-28 17:00:00,2025-01-28 20:00:00,Delayed,797,Truck
SHP00421,WH018,Delhi,2025-01-05,2025-01-05 15:00:00,2025-01-05 17:00:00,Delivered,469,Van
SHP00422,WH001,Bangalore,2025-01-02,2025-01-02 20:00:00,2025-01-03 01:00:00,In Transit,693,Truck
SHP00423,WH049,Delhi,2025-01-10,2025-01-10 18:00:00,2025-01-10 18:00:00,Delivered,867,Truck
SHP00424,WH026,Kolkata,2025-01-03,2025-01-03 12:00:00,2025-01-03 13:00:00,In Transit,315,Van
SHP00425,WH016,Mumbai,2025-01-14,2025-01-14 15:00:00,2025-01-14 20:00:00,Delayed,190,Van
SHP00426,WH012,Mumbai,2025-03-01,2025-03-01 14:00:00,2025-03-01 12:00:00,In Transit,458,Van
SHP00427,WH035,Kolkata,2025-01-16,2025-01-16 18:00:00,2025-01-16 19:00:00,In Transit,262,Van
SHP00428,WH012,Delhi,2025-01-19,2025-01-19 19:00:00,2025-01-19 23:00:00,Delivered,818,Truck
SHP00429,WH030,Mumbai,2025-02-09,2025-02-09 20:00:00,2025-02-09 18:00:00,Delivered,414,Van
SHP00430,WH034,Mumbai,2025-02-09,2025-02-09 17:00:00,2025-02-09 19:00:00,Delivered,487,Van
SHP00431,WH023,Bangalore,2025-02-09,2025-02-09 13:00:00,2025-02-09 11:00:00,Delayed,570,Truck
SHP00432,WH031,Mumbai,2025-03-02,2025-03-02 19:00:00,2025-03-02 21:00:00,In Transit,192,Truck
SHP00433,WH010,Mumbai,2025-01-16,2025-01-16 11:00:00,2025-01-16 14:00:00,Delayed,282,Van
SHP00434,WH034,Mumbai,2025-01-10,2025-01-10 11:00:00,2025-01-10 12:00:00,Delayed,731,Van
SHP00435,WH024,Mumbai,2025-01-19,2025-01-19 17:00:00,2025-01-19 21:00:00,In Transit,312,Van
SHP00436,WH002,Bangalore,2025-02-23,2025-02-23 10:00:00,2025-02-23 09:00:00,Delayed,612,Truck
SHP00437,WH021,Bangalore,2025-01-24,2025-01-24 10:00:00,2025-01-24 13:00:00,In Transit,420,Truck
SHP00438,WH048,Bangalore,2025-02-26,2025-02-26 13:00:00,2025-02-26 17:00:00,Delayed,994,Truck
SHP00439,WH027,Chennai,2025-02-28,2025-02-28 15:00:00,2025-02-28 20:00:00,Delivered,763,Van
SHP00440,WH009,Bangalore,2025-03-01,2025-03-01 16:00:00,2025-03-01 21:00:00,In Transit,390,Truck
SHP00441,WH011,Mumbai,2025-01-08,2025-01-08 13:00:00,2025-01-08 13:00:00,Delivered,602,Truck
SHP00442,WH010,Bangalore,2025-01-18,2025-01-18 12:00:00,2025-01-18 13:00:00,In Transit,314,Van
SHP00443,WH027,Kolkata,2025-01-19,2025-01-19 18:00:00,2025-01-19 17:00:00,In Transit,346,Van
SHP00444,WH042,Chennai,2025-02-26,2025-02-26 11:00:00,2025-02-26 13:00:00,Delivered,570,Van
SHP00445,WH025,Chennai,2025-01-19,2025-01-19 17:00:00,2025-01-19 15:00:00,In Transit,883,Truck
SHP00446,WH011,Kolkata,2025-01-26,2025-01-26 12:00:00,2025-01-26 11:00:00,In Transit,618,Truck
SHP00447,WH013,Delhi,2025-01-10,2025-01-10 13:00:00,2025-01-10 18:00:00,Delayed,478,Van
SHP00448,WH029,Kolkata,2025-02-01,2025-02-01 12:00:00,2025-02-01 13:00:00,Delivered,713,Truck
SHP00449,WH045,Chennai,2025-02-20,2025-02-20 11:00:00,2025-02-20 12:00:00,In Transit,343,Truck
SHP00450,WH019,Mumbai,2025-01-23,2025-01-23 17:00:00,2025-01-23 20:00:00,Delivered,256,Van
SHP00451,WH047,Kolkata,2025-01-26,2025-01-26 13:00:00,2025-01-26 13:00:00,Delayed,977,Truck
SHP00452,WH026,Kolkata,2025-02-04,2025-02-04 15:00:00,2025-02-04 14:00:00,Delayed,952,Truck
SHP00453,WH046,Bangalore,2025-02-20,2025-02-20 14:00:00,2025-02-20 18:00:00,Delayed,145,Truck
SHP00454,WH005,Delhi,2025-02-26,2025-02-26 15:00:00,2025-02-26 14:00:00,Delivered,962,Truck
SHP00455,WH024,Delhi,2025-02-14,2025-02-14 16:00:00,2025-02-14 15:00:00,In Transit,626,Van
SHP00456,WH004,Delhi,2025-02-04,2025-02-04 15:00:00,2025-02-04 19:00:00,Delayed,761,Truck
SHP00457,WH003,Mumbai,2025-01-01,2025-01-01 17:00:00,2025-01-01 18:00:00,Delayed,439,Van
SHP00458,WH034,Mumbai,2025-01-25,2025-01-25 18:00:00,2025-01-25 21:00:00,In Transit,821,Van
SHP00459,WH005,Mumbai,2025-02-10,2025-02-10 11:00:00,2025-02-10 12:00:00,Delayed,909,Truck
SHP00460,WH036,Delhi,2025-01-24,2025-01-24 17:00:00,2025-01-24 18:00:00,In Transit,997,Van
SHP00461,WH005,Bangalore,2025-02-10,2025-02-10 17:00:00,2025-02-10 18:00:00,Delayed,365,Truck
SHP00462,WH015,Bangalore,2025-02-07,2025-02-07 18:00:00,2025-02-07 18:00:00,Delayed,164,Truck
SHP00463,WH032,Kolkata,2025-01-02,2025-01-02 10:00:00,2025-01-02 15:00:00,In Transit,365,Truck
SHP00464,WH030,Bangalore,2025-01-23,2025-01-23 10:00:00,2025-01-23 15:00:00,Delivered,212,Van
SHP00465,WH045,Chennai,2025-02-05,2025-02-05 19:00:00,2025-02-05 21:00:00,Delayed,882,Truck
SHP00466,WH046,Mumbai,2025-02-19,2025-02-19 19:00:00,2025-02-20 00:00:00,In Transit,255,Truck
SHP00467,WH026,Mumbai,2025-01-24,2025-01-24 17:00:00,2025-01-24 19:00:00,Delivered,866,Truck
SHP00468,WH042,Delhi,2025-01-15,2025-01-15 11:00:00,2025-01-15 14:00:00,In Transit,909,Van
SHP00469,WH020,Chennai,2025-02-03,2025-02-03 16:00:00,2025-02-03 21:00:00,In Transit,645,Van
